texto,categoria
solicitud relacionada con reporte de gestión administrativa,Administrativo
proceso correspondiente a estado financiero trimestral,Financiero
documento legal contractual urgente,Juridico
prioritario control de cartera vencida,Financiero
general comunicado organizacional,Administrativo
urgente certificación laboral,Talento_Humano
interno proceso de selección,Talento_Humano
se requiere control de cartera vencida,Financiero
demanda administrativa externo,Juridico
solicitud relacionada con control de cartera vencida,Financiero
solicitud relacionada con historial académico del estudiante,Academico
solicitud relacionada con contrato laboral,Talento_Humano
notificación judicial prioritario,Juridico
documento asociado a estado financiero trimestral,Financiero
se requiere balance general financiero,Financiero
evaluación de desempeño urgente,Talento_Humano
general solicitud administrativa interna,Administrativo
solicitud relacionada con reporte contable mensual,Financiero
proceso correspondiente a comprobante de egreso,Financiero
acta de reunión administrativa institucional,Administrativo
acción de tutela externo,Juridico
se requiere incapacidad médica laboral,Talento_Humano
proceso correspondiente a informe de tesorería,Financiero
proceso correspondiente a acta de reunión administrativa,Administrativo
derecho de petición externo,Juridico
prioritario solicitud administrativa interna,Administrativo
se requiere certificación laboral,Talento_Humano
proceso correspondiente a control de cartera vencida,Financiero
general demanda administrativa,Juridico
se requiere solicitud de presupuesto anual,Financiero
proceso correspondiente a solicitud de vacaciones,Talento_Humano
documento legal contractual general,Juridico
se requiere demanda administrativa,Juridico
interno reporte de nómina,Talento_Humano
documento asociado a cancelación de semestre académico,Academico
comprobante de egreso urgente,Financiero
reporte de nómina urgente,Talento_Humano
documento asociado a plan operativo institucional,Administrativo
notificación judicial confidencial,Juridico
proceso disciplinario prioritario,Juridico
prioritario certificado de estudios,Academico
documento asociado a documento legal contractual,Juridico
documento asociado a solicitud administrativa interna,Administrativo
proceso correspondiente a memorando administrativo interno,Administrativo
solicitud relacionada con solicitud de permisos laborales,Talento_Humano
externo evaluación de desempeño,Talento_Humano
documento asociado a control de inventario,Administrativo
historial académico del estudiante prioritario,Academico
se requiere demanda administrativa,Juridico
se requiere control de cartera vencida,Financiero
solicitud relacionada con resolución jurídica,Juridico
prioritario control de cartera vencida,Financiero
se requiere estado financiero trimestral,Financiero
proceso correspondiente a historial académico del estudiante,Academico
general certificación laboral,Talento_Humano
reporte de notas semestrales general,Academico
se requiere memorando administrativo interno,Administrativo
se requiere certificación laboral,Talento_Humano
factura de pago institucional confidencial,Financiero
acción de tutela general,Juridico
se requiere proceso disciplinario,Juridico
proceso correspondiente a acta de reunión administrativa,Administrativo
interno certificación laboral,Talento_Humano
solicitud relacionada con informe de tesorería,Financiero
se requiere solicitud de vacaciones,Talento_Humano
solicitud relacionada con concepto jurídico institucional,Juridico
solicitud relacionada con reporte contable mensual,Financiero
oficial registro documental interno,Administrativo
acta de comité institucional institucional,Administrativo
solicitud relacionada con control de inventario,Administrativo
acción de tutela confidencial,Juridico
documento asociado a acta de grado universitario,Academico
proceso correspondiente a reporte de gestión administrativa,Administrativo
proceso correspondiente a acta de comité institucional,Administrativo
se requiere acuerdo jurídico,Juridico
proceso correspondiente a comunicado organizacional,Administrativo
reporte de gestión administrativa confidencial,Administrativo
solicitud de permisos laborales prioritario,Talento_Humano
se requiere evaluación de desempeño,Talento_Humano
prioritario memorando administrativo interno,Administrativo
documento asociado a hoja de vida institucional,Talento_Humano
documento asociado a reporte de nómina,Talento_Humano
documento asociado a memorando administrativo interno,Administrativo
externo matrícula académica ordinaria,Academico
factura de pago institucional interno,Financiero
comprobante de egreso oficial,Financiero
solicitud relacionada con reporte de notas semestrales,Academico
documento asociado a reporte de gestión administrativa,Administrativo
solicitud relacionada con solicitud de homologación de materias,Academico
interno acción de tutela,Juridico
oficial reporte contable mensual,Financiero
documento asociado a solicitud de vacaciones,Talento_Humano
evaluación de desempeño general,Talento_Humano
solicitud relacionada con solicitud administrativa interna,Administrativo
acuerdo jurídico general,Juridico
solicitud relacionada con acta de reunión administrativa,Administrativo
confidencial derecho de petición,Juridico
proceso correspondiente a balance general financiero,Financiero
proceso correspondiente a solicitud administrativa interna,Administrativo
solicitud relacionada con plan operativo institucional,Administrativo
documento asociado a informe de tesorería,Financiero
oficial acta de reunión administrativa,Administrativo
documento asociado a acción de tutela,Juridico
urgente matrícula académica ordinaria,Academico
solicitud relacionada con acta de comité institucional,Administrativo
documento asociado a reporte de ingresos económicos,Financiero
contrato laboral interno,Talento_Humano
se requiere reporte de nómina,Talento_Humano
institucional contrato laboral,Talento_Humano
proceso correspondiente a reporte de gestión administrativa,Administrativo
control de cartera vencida confidencial,Financiero
oficial solicitud de homologación de materias,Academico
oficial circular administrativa general,Administrativo
balance general financiero interno,Financiero
documento asociado a concepto jurídico institucional,Juridico
